Disease name,Herb ID,Herb name,Ingredient ID,Ingredient name,distance,Z-score,Mean-value,stand_deviation,p-value
Cough Variant Asthma,H3328,KUAN DONG HUA,I355,L-alanine,2.272277227722772,3.080270932806655,2.1293069306930694,0.04641484471608872,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I362,uridine,2.6648936170212765,6.670706533914954,2.3132446808510636,0.05271539594529794,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I363,L-proline,2.33160621761658,2.7434498867344037,2.127772020725389,0.07429849470799697,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I364,L-aspartic acid,2.3010204081632653,3.837936634054018,2.1371938775510206,0.042686095741813854,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I365,L-valine,2.3141361256544504,2.881467650440995,2.1505759162303666,0.056762813005744366,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I470,uracil,2.6793478260869565,0.6556773913071082,2.544076086956522,0.2063083780588609,"(0.81,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I482,adenine,2.5614973262032086,3.276670705185787,2.3466310160427803,0.06557458148613238,"(0.99,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I494,4-aminobutyric acid,2.022727272727273,-1.7229890475411391,2.0768560606060604,0.031415630851533365,"(0.06,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I495,sucrose,2.306122448979592,3.498949535763847,2.1687755102040818,0.03925376384301762,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I510,Isoferulic acid,3.401098901098901,0.1769790678462801,3.309230769230769,0.5190903816259578,"(0.58,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I521,L-threonine,2.4385026737967914,4.055998508530036,2.216898395721925,0.05463618332423392,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I524,L-leucine,2.2395833333333335,1.0896609490602254,2.153645833333334,0.07886627494003165,"(0.95,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I680,Undecane,3.318681318681319,1.577732922772137,2.789340659340659,0.33550713919982605,"(0.97,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I727,Ethyl caffeate,3.4835164835164836,1.7195224421211868,2.8839560439560437,0.3486784614574892,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I823,creatine,2.7637362637362637,0.31238382195332337,2.6794505494505496,0.26981459461850144,"(0.64,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I1270,18483-17-5,2.8076923076923075,-0.21493664835582926,2.8878021978021975,0.37271396349899094,"(0.44,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I1681,Ethanolamine,3.208791208791209,-0.1638930363173062,3.293791208791209,0.5186309431441318,"(0.33,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I3633,choline,2.4761904761904763,3.6704215141238645,2.2823280423280425,0.05281748516252063,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I4875,malic acid,2.566137566137566,7.446735170774011,2.286349206349206,0.03757194977020766,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I7305,DL-ALANINE,2.2524271844660193,4.134799324689232,2.0966019417475725,0.03768628909944945,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I11331,letrozole,3.642857142857143,2.019287949743946,2.9443956043956048,0.3458949668620099,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I14075,DL-Proline,2.316326530612245,2.9748359192080565,2.0890816326530612,0.07638905275141343,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I14177,DL-ISOLEUCINE,2.350785340314136,3.710065182956627,2.1792146596858637,0.04624465397978378,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I28058,d-Tartaric acid,2.612021857923497,0.531898665647463,2.509344262295082,0.19303976915119506,"(0.82,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I28066,cis-Caffeic acid,2.802197802197802,-0.3099372641912054,2.9108791208791205,0.35065586245309044,"(0.39,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I28074,L-glutamic acid,1.9337539432176656,-2.1636640691405282,2.003249211356467,0.032119250455735875,"(0.03,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I28089,l-isoleucine,2.350785340314136,3.710065182956627,2.1792146596858637,0.04624465397978378,"(1.0,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I28101,D-(+)-malic acid,2.726775956284153,1.6704281335823192,2.4893442622950817,0.14213822744944254,"(0.89,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I28121,D-alanine,2.67027027027027,2.287846206885667,2.4250810810810806,0.10717031085885513,"(0.95,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I28300,D-glutamic acid,2.7049180327868854,1.3338886857730523,2.495136612021858,0.15727056013182156,"(0.89,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I28427,D-proline,2.73224043715847,0.3529048738082685,2.6367759562841524,0.27051051985805913,"(0.7,)"
Cough Variant Asthma,H3328,KUAN DONG HUA,I44559,97-67-6,2.6236559139784945,6.661549412188343,2.339032258064516,0.0427263446238521,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I17,Tetradecanoic acid,2.375661375661376,1.2810728209188744,2.296984126984127,0.06141512597294517,"(0.9,)"
Cough Variant Asthma,H1210,DA ZAO,I22,HEXANOIC ACID,2.2869198312236287,4.614224145205332,2.1272151898734175,0.03461137481068432,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I23,Isoeugenol,3.0706521739130435,3.22961202603351,2.5103804347826086,0.173479580399798,"(0.98,)"
Cough Variant Asthma,H1210,DA ZAO,I29,OLEANOLIC ACID,2.741758241758242,0.23053710370848376,2.6795604395604395,0.2697951921719808,"(0.64,)"
Cough Variant Asthma,H1210,DA ZAO,I33,lauric acid,2.2107438016528924,2.9528474858981317,2.1086776859504135,0.034565319133451525,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I47,benzaldehyde,2.730769230769231,0.2464854420185372,2.6647252747252743,0.2679426237229443,"(0.68,)"
Cough Variant Asthma,H1210,DA ZAO,I56,quercetin,2.019607843137255,-2.058321554640822,2.0977941176470587,0.037985451949196246,"(0.02,)"
Cough Variant Asthma,H1210,DA ZAO,I60,linoleic acid,2.206422018348624,1.9619392205231563,2.0827064220183487,0.0630578129210782,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I70,caffeic acid,2.5815217391304346,1.406036457064368,2.435054347826087,0.1041704079353344,"(0.92,)"
Cough Variant Asthma,H1210,DA ZAO,I76,BETA-SITOSTEROL,2.6666666666666665,1.8886129923978423,2.40672131147541,0.13763823305124134,"(0.93,)"
Cough Variant Asthma,H1210,DA ZAO,I79,scopoletin,3.157608695652174,1.7754063129899338,2.6571739130434775,0.281870566161231,"(0.91,)"
Cough Variant Asthma,H1210,DA ZAO,I80,RUTIN,2.622950819672131,0.8551106130331732,2.49983606557377,0.14397523808254348,"(0.9,)"
Cough Variant Asthma,H1210,DA ZAO,I83,STIGMASTEROL,3.39010989010989,1.8508041768432082,2.788901098901099,0.3248365217298312,"(0.99,)"
Cough Variant Asthma,H1210,DA ZAO,I110,CINNAMIC ACID,2.802197802197802,-0.3099372641912054,2.9108791208791205,0.35065586245309044,"(0.39,)"
Cough Variant Asthma,H1210,DA ZAO,I114,Myristicin,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H1210,DA ZAO,I132,betulinic acid,2.5380434782608696,2.691736244975991,2.360217391304348,0.06606371158705696,"(0.97,)"
Cough Variant Asthma,H1210,DA ZAO,I137,hydrocinnamic acid,2.6847826086956523,0.775506819559851,2.535217391304348,0.19286125359438122,"(0.87,)"
Cough Variant Asthma,H1210,DA ZAO,I157,Arachidic acid,2.8076923076923075,-0.2574731281756527,2.899065934065934,0.354886069164041,"(0.41,)"
Cough Variant Asthma,H1210,DA ZAO,I170,octanoic acid,2.717391304347826,1.6093798744708088,2.4738586956521744,0.15132077426762242,"(0.9,)"
Cough Variant Asthma,H1210,DA ZAO,I172,oleic acid,2.123076923076923,2.233648305382321,2.045346153846154,0.034799914133064214,"(0.99,)"
Cough Variant Asthma,H1210,DA ZAO,I173,palmitic acid,2.0815602836879434,2.2897734820615256,2.0019503546099293,0.03476760024591595,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I174,stearic acid,2.531578947368421,4.007339909776376,2.342263157894737,0.04724225888895181,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I178,benzyl alcohol,2.7032967032967035,0.789342717409067,2.545769230769231,0.1995679051103933,"(0.82,)"
Cough Variant Asthma,H1210,DA ZAO,I181,citric acid,2.2535211267605635,3.991287943006932,2.1180751173708923,0.03393541416298563,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I187,palmitoleic acid,2.6684782608695654,2.441533740848542,2.4396739130434786,0.09371336713395864,"(0.97,)"
Cough Variant Asthma,H1210,DA ZAO,I193,succinic acid,1.9411764705882353,-2.745990874625075,2.0325735294117644,0.03328381738923588,"(0.01,)"
Cough Variant Asthma,H1210,DA ZAO,I232,Gallic acid,2.2864864864864867,-0.8152943748941714,2.338108108108108,0.06331654333849894,"(0.21,)"
Cough Variant Asthma,H1210,DA ZAO,I235,Elaidic acid,2.7650273224043715,0.2616745071566276,2.691748633879781,0.2800375524572166,"(0.63,)"
Cough Variant Asthma,H1210,DA ZAO,I236,beta-carotene,2.7650273224043715,2.661411371124956,2.4591803278688524,0.11491909813485174,"(0.96,)"
Cough Variant Asthma,H1210,DA ZAO,I262,Clionasterol,2.681318681318681,1.4871032719631734,2.4567582417582416,0.15100527568874886,"(0.9,)"
Cough Variant Asthma,H1210,DA ZAO,I268,L-asparagine,2.435483870967742,3.736484709564163,2.2316129032258063,0.05456223792916737,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I270,propionic acid,2.2625,4.035759490957011,2.1195000000000004,0.03543323142036143,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I271,pantothenic acid,2.7814207650273226,0.34558709687353,2.6850819672131148,0.2787685034706712,"(0.67,)"
Cough Variant Asthma,H1210,DA ZAO,I275,pyrocatechol,2.5891891891891894,1.3360992664880438,2.4563243243243242,0.09944236045732019,"(0.96,)"
Cough Variant Asthma,H1210,DA ZAO,I282,ferulic acid,2.5675675675675675,2.1173577295773303,2.411783783783784,0.07357461689521941,"(0.98,)"
Cough Variant Asthma,H1210,DA ZAO,I284,p-coumaric acid,2.675675675675676,0.8344857178321514,2.5227567567567566,0.18324929432726064,"(0.86,)"
Cough Variant Asthma,H1210,DA ZAO,I292,adenosine,1.9531772575250836,-2.5508643384706993,2.034515050167224,0.0318863655018613,"(0.01,)"
Cough Variant Asthma,H1210,DA ZAO,I337,protopine,2.7472527472527473,-0.2693190774240885,2.840879120879121,0.347641075121252,"(0.49,)"
Cough Variant Asthma,H1210,DA ZAO,I354,L-phenylalanine,2.295918367346939,2.241936862849435,2.1276020408163263,0.07507630090737151,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I355,L-alanine,2.272277227722772,3.080270932806655,2.1293069306930694,0.04641484471608872,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I357,glycine,2.3333333333333335,2.872259499406737,2.131060606060606,0.07042285953428194,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I362,uridine,2.6648936170212765,6.670706533914954,2.3132446808510636,0.05271539594529794,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I363,L-proline,2.33160621761658,2.7434498867344037,2.127772020725389,0.07429849470799697,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I364,L-aspartic acid,2.3010204081632653,3.837936634054018,2.1371938775510206,0.042686095741813854,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I365,L-valine,2.3141361256544504,2.881467650440995,2.1505759162303666,0.056762813005744366,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I394,thymidine,2.7717391304347827,1.115881285068895,2.5433695652173913,0.20465399704529658,"(0.85,)"
Cough Variant Asthma,H1210,DA ZAO,I447,linolenic acid,2.3842364532019706,2.9837228182153654,2.120985221674877,0.08822911763786107,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I470,uracil,2.6793478260869565,0.6556773913071082,2.544076086956522,0.2063083780588609,"(0.81,)"
Cough Variant Asthma,H1210,DA ZAO,I471,"2-amino-3,7-dihydropurin-6-one",2.3957219251336896,3.002873716799603,2.240106951871658,0.05182201715358274,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I482,adenine,2.5614973262032086,3.276670705185787,2.3466310160427803,0.06557458148613238,"(0.99,)"
Cough Variant Asthma,H1210,DA ZAO,I491,"3,7-dihydropurin-6-one",2.601092896174863,0.5644195256682827,2.5037158469945355,0.17252601079849514,"(0.87,)"
Cough Variant Asthma,H1210,DA ZAO,I495,sucrose,2.306122448979592,3.498949535763847,2.1687755102040818,0.03925376384301762,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I524,L-leucine,2.2395833333333335,1.0896609490602254,2.153645833333334,0.07886627494003165,"(0.95,)"
Cough Variant Asthma,H1210,DA ZAO,I534,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.7923497267759565,0.17823126498623149,2.7349726775956293,0.32192471497500497,"(0.62,)"
Cough Variant Asthma,H1210,DA ZAO,I572,eugenol,3.576923076923077,1.8994234158371093,2.9108791208791205,0.35065586245309044,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I580,Sinapyl alcohol,2.639344262295082,2.031764344313153,2.3969398907103825,0.11930732629656685,"(0.94,)"
Cough Variant Asthma,H1210,DA ZAO,I699,TRISTEARIN,2.610810810810811,2.550947081298591,2.419783783783784,0.07488474709157128,"(0.99,)"
Cough Variant Asthma,H1210,DA ZAO,I751,ellagic acid,2.766304347826087,0.8667236005208632,2.567771739130435,0.22906103927058447,"(0.82,)"
Cough Variant Asthma,H1210,DA ZAO,I874,Cyclic AMP,2.106194690265487,1.4134309734170034,2.0557964601769907,0.03565666172339302,"(0.94,)"
Cough Variant Asthma,H1210,DA ZAO,I875,"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one",2.520618556701031,5.500774598304293,2.260773195876289,0.04723795825134222,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I879,COUMESTROL,2.637837837837838,2.0462089893912605,2.4445945945945944,0.09443964142720962,"(0.94,)"
Cough Variant Asthma,H1210,DA ZAO,I885,Nuciferine,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H1210,DA ZAO,I891,VITAMIN E,2.1770833333333335,-0.4289391193135161,2.2143750000000004,0.08693929974572936,"(0.21,)"
Cough Variant Asthma,H1210,DA ZAO,I1535,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.586021505376344,2.171882967822553,2.4240860215053766,0.07455994925606779,"(0.98,)"
Cough Variant Asthma,H1210,DA ZAO,I1660,xanthine,2.6174863387978142,0.7522606431761482,2.4955737704918035,0.16206160645501677,"(0.88,)"
Cough Variant Asthma,H1210,DA ZAO,I1765,Swertisin,3.5714285714285716,1.2977639007145325,3.0347802197802203,0.4135177063816304,"(0.97,)"
Cough Variant Asthma,H1210,DA ZAO,I4875,malic acid,2.566137566137566,7.446735170774011,2.286349206349206,0.03757194977020766,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I5859,D-Glc,2.160621761658031,-0.2548594775221756,2.173367875647669,0.05001232096039513,"(0.4,)"
Cough Variant Asthma,H1210,DA ZAO,I7111,berberine,2.2263157894736842,1.0435540687846243,2.173421052631579,0.05068710709327137,"(0.85,)"
Cough Variant Asthma,H1210,DA ZAO,I7262,"2,3-Dihydroxysuccinic acid",2.5454545454545454,4.6017174554283775,2.3389839572192512,0.04486815851584562,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I9422,"D,L-Stepholidine",3.5714285714285716,1.9380292201997509,2.8660439560439563,0.36397006197456194,"(0.99,)"
Cough Variant Asthma,H1210,DA ZAO,I49213,"cobalt(2+);[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate;cyanide",2.2222222222222223,1.608802007266367,2.113686868686868,0.06746346228133722,"(0.99,)"
Cough Variant Asthma,H1210,DA ZAO,I13184,"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",2.722826086956522,1.4024123233733756,2.5026086956521736,0.15702756431477685,"(0.89,)"
Cough Variant Asthma,H1210,DA ZAO,I14027,DL-ALPHA-TOCOPHEROL,2.1530612244897958,-0.5368281270950137,2.1734693877551017,0.03801619593917787,"(0.3,)"
Cough Variant Asthma,H1210,DA ZAO,I14152,DL-PHENYLALANINE,2.2562814070351758,2.13183027179354,2.1113567839195984,0.06798131400660251,"(1.0,)"
Cough Variant Asthma,H1210,DA ZAO,I14311,Acrasin,2.106194690265487,1.4134309734170034,2.0557964601769907,0.03565666172339302,"(0.94,)"
Cough Variant Asthma,H1210,DA ZAO,I28058,d-Tartaric acid,2.612021857923497,0.531898665647463,2.509344262295082,0.19303976915119506,"(0.82,)"
Cough Variant Asthma,H1210,DA ZAO,I28066,cis-Caffeic acid,2.802197802197802,-0.3099372641912054,2.9108791208791205,0.35065586245309044,"(0.39,)"
Cough Variant Asthma,H1210,DA ZAO,I28101,D-(+)-malic acid,2.726775956284153,1.6704281335823192,2.4893442622950817,0.14213822744944254,"(0.89,)"
Cough Variant Asthma,H1210,DA ZAO,I28142,l-Stepholidine,3.5714285714285716,1.9380292201997509,2.8660439560439563,0.36397006197456194,"(0.99,)"
Cough Variant Asthma,H1210,DA ZAO,I28338,D-phenylalanine,2.7431693989071038,0.3623930158435566,2.642568306010929,0.27760218463924247,"(0.71,)"
Cough Variant Asthma,H1210,DA ZAO,I29435,cytidine,2.6684491978609626,3.7593824228803188,2.405294117647059,0.06999955062094554,"(0.99,)"
Cough Variant Asthma,H1210,DA ZAO,I29437,2'-deoxyadenosine,2.7923497267759565,0.17823126498623149,2.7349726775956293,0.32192471497500497,"(0.62,)"
Cough Variant Asthma,H1210,DA ZAO,I30365,2-Deoxyadenosine,2.7923497267759565,0.17823126498623149,2.7349726775956293,0.32192471497500497,"(0.62,)"
Cough Variant Asthma,H1210,DA ZAO,I44559,97-67-6,2.6236559139784945,6.661549412188343,2.339032258064516,0.0427263446238521,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I18,PENTADECANOIC ACID,2.3008474576271185,4.396485732104525,2.1312711864406775,0.0385708680795076,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I47,benzaldehyde,2.730769230769231,0.2464854420185372,2.6647252747252743,0.2679426237229443,"(0.68,)"
Cough Variant Asthma,H343,BAN XIA,I48,phenylacetaldehyde,3.532967032967033,1.7439685193267693,2.921153846153846,0.3508166460764827,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I52,PAEONOL,2.6775956284153004,2.1485982435943014,2.4231693989071035,0.11841498533601041,"(0.93,)"
Cough Variant Asthma,H343,BAN XIA,I60,linoleic acid,2.206422018348624,1.9619392205231563,2.0827064220183487,0.0630578129210782,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I70,caffeic acid,2.5815217391304346,1.406036457064368,2.435054347826087,0.1041704079353344,"(0.92,)"
Cough Variant Asthma,H343,BAN XIA,I76,BETA-SITOSTEROL,2.6666666666666665,1.8886129923978423,2.40672131147541,0.13763823305124134,"(0.93,)"
Cough Variant Asthma,H343,BAN XIA,I83,STIGMASTEROL,3.39010989010989,1.8508041768432082,2.788901098901099,0.3248365217298312,"(0.99,)"
Cough Variant Asthma,H343,BAN XIA,I131,salicylic acid,2.390374331550802,2.3760746868353584,2.278235294117647,0.04719508105299093,"(0.98,)"
Cough Variant Asthma,H343,BAN XIA,I172,oleic acid,2.123076923076923,2.233648305382321,2.045346153846154,0.034799914133064214,"(0.99,)"
Cough Variant Asthma,H343,BAN XIA,I173,palmitic acid,2.0815602836879434,2.2897734820615256,2.0019503546099293,0.03476760024591595,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I174,stearic acid,2.531578947368421,4.007339909776376,2.342263157894737,0.04724225888895181,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I187,palmitoleic acid,2.6684782608695654,2.441533740848542,2.4396739130434786,0.09371336713395864,"(0.97,)"
Cough Variant Asthma,H343,BAN XIA,I193,succinic acid,1.9411764705882353,-2.745990874625075,2.0325735294117644,0.03328381738923588,"(0.01,)"
Cough Variant Asthma,H343,BAN XIA,I232,Gallic acid,2.2864864864864867,-0.8152943748941714,2.338108108108108,0.06331654333849894,"(0.21,)"
Cough Variant Asthma,H343,BAN XIA,I247,ANTHRACENE,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H343,BAN XIA,I262,Clionasterol,2.681318681318681,1.4871032719631734,2.4567582417582416,0.15100527568874886,"(0.9,)"
Cough Variant Asthma,H343,BAN XIA,I275,pyrocatechol,2.5891891891891894,1.3360992664880438,2.4563243243243242,0.09944236045732019,"(0.96,)"
Cough Variant Asthma,H343,BAN XIA,I282,ferulic acid,2.5675675675675675,2.1173577295773303,2.411783783783784,0.07357461689521941,"(0.98,)"
Cough Variant Asthma,H343,BAN XIA,I292,adenosine,1.9531772575250836,-2.5508643384706993,2.034515050167224,0.0318863655018613,"(0.01,)"
Cough Variant Asthma,H343,BAN XIA,I354,L-phenylalanine,2.295918367346939,2.241936862849435,2.1276020408163263,0.07507630090737151,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I355,L-alanine,2.272277227722772,3.080270932806655,2.1293069306930694,0.04641484471608872,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I357,glycine,2.3333333333333335,2.872259499406737,2.131060606060606,0.07042285953428194,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I358,L-arginine,2.0717131474103585,1.1514686727827195,2.0312350597609563,0.03515344238726011,"(0.9,)"
Cough Variant Asthma,H343,BAN XIA,I359,L-lysine,2.144578313253012,2.684631612517672,2.0547791164658635,0.033449355348585064,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I360,L-tyrosine,2.287179487179487,3.9906873527255837,2.105435897435897,0.045541926410111185,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I362,uridine,2.6648936170212765,6.670706533914954,2.3132446808510636,0.05271539594529794,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I363,L-proline,2.33160621761658,2.7434498867344037,2.127772020725389,0.07429849470799697,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I364,L-aspartic acid,2.3010204081632653,3.837936634054018,2.1371938775510206,0.042686095741813854,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I365,L-valine,2.3141361256544504,2.881467650440995,2.1505759162303666,0.056762813005744366,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I366,L-histidine,2.4202127659574466,4.023244075077569,2.2149468085106387,0.05102001111947211,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I392,CAMPESTEROL,3.39010989010989,1.8508041768432082,2.788901098901099,0.3248365217298312,"(0.99,)"
Cough Variant Asthma,H343,BAN XIA,I394,thymidine,2.7717391304347827,1.115881285068895,2.5433695652173913,0.20465399704529658,"(0.85,)"
Cough Variant Asthma,H343,BAN XIA,I447,linolenic acid,2.3842364532019706,2.9837228182153654,2.120985221674877,0.08822911763786107,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I470,uracil,2.6793478260869565,0.6556773913071082,2.544076086956522,0.2063083780588609,"(0.81,)"
Cough Variant Asthma,H343,BAN XIA,I471,"2-amino-3,7-dihydropurin-6-one",2.3957219251336896,3.002873716799603,2.240106951871658,0.05182201715358274,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I479,L-tryptophan,2.34375,3.03480848504072,2.18484375,0.05236121184690429,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I482,adenine,2.5614973262032086,3.276670705185787,2.3466310160427803,0.06557458148613238,"(0.99,)"
Cough Variant Asthma,H343,BAN XIA,I491,"3,7-dihydropurin-6-one",2.601092896174863,0.5644195256682827,2.5037158469945355,0.17252601079849514,"(0.87,)"
Cough Variant Asthma,H343,BAN XIA,I494,4-aminobutyric acid,2.022727272727273,-1.7229890475411391,2.0768560606060604,0.031415630851533365,"(0.06,)"
Cough Variant Asthma,H343,BAN XIA,I515,FURFURAL,2.7252747252747254,0.7031158534152692,2.5752197802197805,0.2134142536056864,"(0.77,)"
Cough Variant Asthma,H343,BAN XIA,I517,baicalein,2.4171122994652405,2.3748436074475325,2.2956684491978607,0.0511376201306607,"(0.98,)"
Cough Variant Asthma,H343,BAN XIA,I518,Baicalin,2.9175824175824174,2.096058580100166,2.5384065934065934,0.18089944039526992,"(0.94,)"
Cough Variant Asthma,H343,BAN XIA,I520,L-serine,2.4293193717277486,4.661900412983758,2.175026178010471,0.054547109802914495,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I521,L-threonine,2.4385026737967914,4.055998508530036,2.216898395721925,0.05463618332423392,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I522,cis-11-eicosenoic acid,3.7540983606557377,2.645979381147545,2.8214754098360664,0.35246795854289625,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I524,L-leucine,2.2395833333333335,1.0896609490602254,2.153645833333334,0.07886627494003165,"(0.95,)"
Cough Variant Asthma,H343,BAN XIA,I525,hydroquinone,2.5405405405405403,1.2464213599714704,2.423135135135135,0.09419399344062329,"(0.95,)"
Cough Variant Asthma,H343,BAN XIA,I526,Ephedrine,2.543956043956044,0.5434166441428805,2.4606043956043955,0.15338442289178886,"(0.87,)"
Cough Variant Asthma,H343,BAN XIA,I534,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.7923497267759565,0.17823126498623149,2.7349726775956293,0.32192471497500497,"(0.62,)"
Cough Variant Asthma,H343,BAN XIA,I572,eugenol,3.576923076923077,1.8994234158371093,2.9108791208791205,0.35065586245309044,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I669,safrole,3.7142857142857144,1.6010543869198777,3.0875824175824174,0.39143161020841666,"(0.97,)"
Cough Variant Asthma,H343,BAN XIA,I682,P-CRESOL,2.6775956284153004,0.43053169712215317,2.5845901639344264,0.2160246623014284,"(0.74,)"
Cough Variant Asthma,H343,BAN XIA,I10536,4-methylphenol,2.6775956284153004,0.43053169712215317,2.5845901639344264,0.2160246623014284,"(0.74,)"
Cough Variant Asthma,H343,BAN XIA,I722,Acteoside,2.73224043715847,0.31557256041069043,2.6507650273224037,0.25818280819483463,"(0.69,)"
Cough Variant Asthma,H343,BAN XIA,I892,L-methionine,2.329842931937173,3.065944727477588,2.1668586387434554,0.05315956668527677,"(1.0,)"
Cough Variant Asthma,H343,BAN XIA,I991,nicotinamide,2.2806122448979593,1.9400415484290536,2.144795918367347,0.07000691641918164,"(1.0,)"
