ingre1,ingre2,distance
D-glutamic acid,DL-ISOLEUCINE,2.166666667
D-glutamic acid,d-Tartaric acid,2
D-glutamic acid,cis-Caffeic acid,2
D-glutamic acid,L-glutamic acid,2.876811594
D-glutamic acid,l-isoleucine,2.166666667
D-glutamic acid,D-(+)-malic acid,2.25
D-glutamic acid,D-alanine,2.333333333
D-glutamic acid,D-proline,1.25
D-glutamic acid,97-67-6,2.428571429
D-glutamic acid,Tetradecanoic acid,2.5
D-proline,PENTADECANOIC ACID,3.035087719
D-proline,kaempferol,2.3
D-proline,quercetin,2.28
D-proline,caffeic acid,2.2
D-proline,BETA-SITOSTEROL,2.5
D-proline,RUTIN,2.5
D-proline,palmitic acid,2.776699029
D-proline,stearic acid,2.636363636
D-proline,benzyl alcohol,2.333333333
D-proline,citric acid,2.529411765
D-proline,succinic acid,2.913978495
D-proline,DODECANE,3.25
D-proline,Gallic acid,1.666666667
D-proline,fumaric acid,2.333333333
D-proline,ferulic acid,2.333333333
D-proline,adenosine,2.9
D-proline,HEXADECANE,3.333333333
D-proline,L-alanine,2.130434783
D-proline,uridine,2.666666667
D-proline,L-proline,2
D-proline,L-aspartic acid,2.411764706
D-proline,L-valine,2.166666667
D-proline,uracil,2.6
D-proline,adenine,2.625
D-proline,4-aminobutyric acid,2.976470588
D-proline,sucrose,2.235294118
D-proline,Isoferulic acid,3.333333333
D-proline,L-threonine,2.25
D-proline,L-leucine,1.846153846
D-proline,Undecane,3.333333333
D-proline,Ethyl caffeate,3.333333333
D-proline,creatine,2.333333333
D-proline,18483-17-5,2.333333333
D-proline,Ethanolamine,3.333333333
D-proline,choline,2.4
D-proline,malic acid,2.5
D-proline,DL-ALANINE,2.148148148
D-proline,letrozole,3.333333333
D-proline,DL-Proline,1.529411765
D-proline,DL-ISOLEUCINE,2.25
D-proline,d-Tartaric acid,2.25
D-proline,cis-Caffeic acid,2.333333333
D-proline,L-glutamic acid,2.913043478
D-proline,l-isoleucine,2.25
D-proline,D-(+)-malic acid,2.5
D-proline,D-alanine,1.5
D-proline,D-glutamic acid,1.25
D-proline,97-67-6,2.571428571
D-proline,Tetradecanoic acid,2.6
97-67-6,PENTADECANOIC ACID,2.816666667
97-67-6,kaempferol,2.384615385
97-67-6,quercetin,2.25
97-67-6,caffeic acid,2.25
97-67-6,BETA-SITOSTEROL,2.285714286
97-67-6,RUTIN,2.571428571
97-67-6,palmitic acid,2.547169811
97-67-6,stearic acid,2.5
97-67-6,benzyl alcohol,2.5
97-67-6,citric acid,2.324324324
97-67-6,succinic acid,2.489583333
97-67-6,DODECANE,2.571428571
97-67-6,Gallic acid,2.111111111
97-67-6,fumaric acid,1.888888889
97-67-6,ferulic acid,2.333333333
97-67-6,adenosine,2.642276423
97-67-6,HEXADECANE,2.5
97-67-6,L-alanine,2.230769231
97-67-6,uridine,2.583333333
97-67-6,L-proline,2
97-67-6,L-aspartic acid,2.2
97-67-6,L-valine,2.066666667
97-67-6,uracil,2.5
97-67-6,adenine,2.636363636
97-67-6,4-aminobutyric acid,2.568181818
97-67-6,sucrose,2.15
97-67-6,Isoferulic acid,3.166666667
97-67-6,L-threonine,2.090909091
97-67-6,L-leucine,2
97-67-6,Undecane,2.5
97-67-6,Ethyl caffeate,3.166666667
97-67-6,creatine,2.333333333
97-67-6,18483-17-5,2.333333333
97-67-6,Ethanolamine,3
97-67-6,choline,2.307692308
97-67-6,malic acid,0.384615385
97-67-6,DL-ALANINE,2.233333333
97-67-6,letrozole,3.166666667
97-67-6,DL-Proline,2.05
97-67-6,DL-ISOLEUCINE,2.133333333
97-67-6,d-Tartaric acid,2.428571429
97-67-6,cis-Caffeic acid,2.5
97-67-6,L-glutamic acid,2.65248227
97-67-6,l-isoleucine,2.133333333
97-67-6,D-(+)-malic acid,2.571428571
97-67-6,D-alanine,2.555555556
97-67-6,D-glutamic acid,2.428571429
97-67-6,D-proline,2.571428571
97-67-6,Tetradecanoic acid,2.230769231
PENTADECANOIC ACID,caffeic acid,2.931034483
PENTADECANOIC ACID,citric acid,2.494252874
PENTADECANOIC ACID,succinic acid,1.821917808
PENTADECANOIC ACID,DODECANE,3.684210526
PENTADECANOIC ACID,fumaric acid,2.898305085
PENTADECANOIC ACID,adenosine,1.716763006
PENTADECANOIC ACID,HEXADECANE,3.696428571
PENTADECANOIC ACID,L-alanine,2.552631579
PENTADECANOIC ACID,uridine,2.806451613
PENTADECANOIC ACID,L-proline,2.641791045
PENTADECANOIC ACID,L-aspartic acid,2.542857143
PENTADECANOIC ACID,L-valine,2.738461538
PENTADECANOIC ACID,uracil,3.017241379
PENTADECANOIC ACID,4-aminobutyric acid,1.855072464
PENTADECANOIC ACID,sucrose,2.242857143
PENTADECANOIC ACID,Isoferulic acid,3.75
PENTADECANOIC ACID,L-threonine,2.754098361
PENTADECANOIC ACID,L-leucine,2.636363636
PENTADECANOIC ACID,Undecane,3.696428571
PENTADECANOIC ACID,Ethyl caffeate,3.696428571
PENTADECANOIC ACID,creatine,3.107142857
PENTADECANOIC ACID,18483-17-5,3.107142857
PENTADECANOIC ACID,Ethanolamine,3.732142857
PENTADECANOIC ACID,choline,2.761904762
PENTADECANOIC ACID,malic acid,2.746031746
PENTADECANOIC ACID,DL-ALANINE,2.525
PENTADECANOIC ACID,letrozole,3.821428571
PENTADECANOIC ACID,DL-Proline,2.614285714
PENTADECANOIC ACID,DL-ISOLEUCINE,2.538461538
PENTADECANOIC ACID,d-Tartaric acid,2.912280702
PENTADECANOIC ACID,cis-Caffeic acid,3.089285714
PENTADECANOIC ACID,L-glutamic acid,0.905759162
PENTADECANOIC ACID,l-isoleucine,2.538461538
PENTADECANOIC ACID,D-(+)-malic acid,2.98245614
PENTADECANOIC ACID,D-alanine,2.898305085
PENTADECANOIC ACID,D-glutamic acid,3.052631579
PENTADECANOIC ACID,D-proline,3.035087719
PENTADECANOIC ACID,97-67-6,2.816666667
Acetovanillone,STIGMASTEROL,3
Acetovanillone,betulinic acid,1.777777778
Acetovanillone,hydrocinnamic acid,2
Acetovanillone,beta-carotene,2.25
Acetovanillone,Clionasterol,2.285714286
Acetovanillone,L-asparagine,2.181818182
Acetovanillone,pantothenic acid,2.25
Acetovanillone,pyrocatechol,2
Acetovanillone,protopine,2.285714286
Acetovanillone,L-phenylalanine,2.047619048
Acetovanillone,glycine,2.304347826
Acetovanillone,thymidine,2.333333333
Acetovanillone,"2-amino-3,7-dihydropurin-6-one",2.083333333
Acetovanillone,"3,7-dihydropurin-6-one",2.125
Acetovanillone,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.375
Acetovanillone,Sinapyl alcohol,2.125
Acetovanillone,TRISTEARIN,2
Acetovanillone,ellagic acid,2.222222222
Acetovanillone,Cyclic AMP,2.215686275
Acetovanillone,"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one",2.263157895
Acetovanillone,COUMESTROL,2.3
Acetovanillone,Nuciferine,2.857142857
Acetovanillone,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.272727273
Acetovanillone,xanthine,2.25
Acetovanillone,Swertisin,3.142857143
Acetovanillone,D-Glc,1.833333333
Acetovanillone,berberine,1.8
Acetovanillone,"2,3-Dihydroxysuccinic acid",2.166666667
Acetovanillone,"D,L-Stepholidine",3.142857143
Acetovanillone,"cobalt(2+);[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate;cyanide",1.913043478
Acetovanillone,DL-PHENYLALANINE,2.083333333
Acetovanillone,Acrasin,2.215686275
Acetovanillone,l-Stepholidine,3.142857143
Acetovanillone,D-phenylalanine,2.375
Acetovanillone,cytidine,2.333333333
Acetovanillone,2'-deoxyadenosine,2.375
Acetovanillone,2-Deoxyadenosine,2.375
Mangiferin,STIGMASTEROL,3
Mangiferin,betulinic acid,2.285714286
Mangiferin,hydrocinnamic acid,2.428571429
Mangiferin,beta-carotene,2.166666667
Mangiferin,Clionasterol,2.2
Mangiferin,L-asparagine,2.222222222
Mangiferin,pantothenic acid,2.166666667
Mangiferin,pyrocatechol,2.375
Mangiferin,protopine,2.2
Mangiferin,L-phenylalanine,2.263157895
Mangiferin,glycine,2.19047619
Mangiferin,thymidine,2.428571429
Mangiferin,"2-amino-3,7-dihydropurin-6-one",2.1
Mangiferin,"3,7-dihydropurin-6-one",1.5
Mangiferin,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.333333333
Mangiferin,Sinapyl alcohol,2.166666667
Mangiferin,TRISTEARIN,2.125
Mangiferin,ellagic acid,2.428571429
Mangiferin,Cyclic AMP,2.244897959
Mangiferin,"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one",2.352941176
Mangiferin,COUMESTROL,2.375
Mangiferin,Nuciferine,3.2
Mangiferin,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.222222222
Mangiferin,xanthine,1.666666667
Mangiferin,Swertisin,3
Mangiferin,D-Glc,2.125
Mangiferin,berberine,1.461538462
Mangiferin,"2,3-Dihydroxysuccinic acid",1.8
Mangiferin,"D,L-Stepholidine",3.2
Mangiferin,"cobalt(2+);[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate;cyanide",2.047619048
Mangiferin,DL-PHENYLALANINE,2.090909091
Mangiferin,Acrasin,2.244897959
Mangiferin,l-Stepholidine,3.2
Mangiferin,D-phenylalanine,2.166666667
Mangiferin,cytidine,2.4
Mangiferin,2'-deoxyadenosine,2.333333333
Mangiferin,2-Deoxyadenosine,2.333333333
STIGMASTEROL,Acetovanillone,3
STIGMASTEROL,Mangiferin,3
betulinic acid,Acetovanillone,1.777777778
betulinic acid,Mangiferin,2.285714286
hydrocinnamic acid,Acetovanillone,2
hydrocinnamic acid,Mangiferin,2.428571429
beta-carotene,Acetovanillone,2.25
beta-carotene,Mangiferin,2.166666667
Clionasterol,Acetovanillone,2.285714286
Clionasterol,Mangiferin,2.2
L-asparagine,Acetovanillone,2.181818182
L-asparagine,Mangiferin,2.222222222
pantothenic acid,Acetovanillone,2.25
pantothenic acid,Mangiferin,2.166666667
pyrocatechol,Acetovanillone,2
pyrocatechol,Mangiferin,2.375
protopine,Acetovanillone,2.285714286
protopine,Mangiferin,2.2
L-phenylalanine,Acetovanillone,2.047619048
L-phenylalanine,Mangiferin,2.263157895
glycine,Acetovanillone,2.304347826
glycine,Mangiferin,2.19047619
thymidine,Acetovanillone,2.333333333
thymidine,Mangiferin,2.428571429
"2-amino-3,7-dihydropurin-6-one",Acetovanillone,2.083333333
"2-amino-3,7-dihydropurin-6-one",Mangiferin,2.1
"3,7-dihydropurin-6-one",Acetovanillone,2.125
"3,7-dihydropurin-6-one",Mangiferin,1.5
"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",Acetovanillone,2.375
"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",Mangiferin,2.333333333
Sinapyl alcohol,Acetovanillone,2.125
Sinapyl alcohol,Mangiferin,2.166666667
TRISTEARIN,Acetovanillone,2
TRISTEARIN,Mangiferin,2.125
ellagic acid,Acetovanillone,2.222222222
ellagic acid,Mangiferin,2.428571429
Cyclic AMP,Acetovanillone,2.215686275
Cyclic AMP,Mangiferin,2.244897959
"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one",Acetovanillone,2.263157895
"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one",Mangiferin,2.352941176
COUMESTROL,Acetovanillone,2.3
COUMESTROL,Mangiferin,2.375
Nuciferine,Acetovanillone,2.857142857
Nuciferine,Mangiferin,3.2
"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",Acetovanillone,2.272727273
"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",Mangiferin,2.222222222
xanthine,Acetovanillone,2.25
xanthine,Mangiferin,1.666666667
Swertisin,Acetovanillone,3.142857143
Swertisin,Mangiferin,3
D-Glc,Acetovanillone,1.833333333
D-Glc,Mangiferin,2.125
berberine,Acetovanillone,1.8
berberine,Mangiferin,1.461538462
"2,3-Dihydroxysuccinic acid",Acetovanillone,2.166666667
"2,3-Dihydroxysuccinic acid",Mangiferin,1.8
"D,L-Stepholidine",Acetovanillone,3.142857143
"D,L-Stepholidine",Mangiferin,3.2
"cobalt(2+);[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate;cyanide",Acetovanillone,1.913043478
"cobalt(2+);[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate;cyanide",Mangiferin,2.047619048
DL-PHENYLALANINE,Acetovanillone,2.083333333
DL-PHENYLALANINE,Mangiferin,2.090909091
Acrasin,Acetovanillone,2.215686275
Acrasin,Mangiferin,2.244897959
l-Stepholidine,Acetovanillone,3.142857143
l-Stepholidine,Mangiferin,3.2
D-phenylalanine,Acetovanillone,2.375
D-phenylalanine,Mangiferin,2.166666667
cytidine,Acetovanillone,2.333333333
cytidine,Mangiferin,2.4
2'-deoxyadenosine,Acetovanillone,2.375
2'-deoxyadenosine,Mangiferin,2.333333333
2-Deoxyadenosine,Acetovanillone,2.375
2-Deoxyadenosine,Mangiferin,2.333333333
Tetradecanoic acid,OLEANOLIC ACID,2.555555556
Tetradecanoic acid,STIGMASTEROL,3.333333333
Tetradecanoic acid,Myristicin,3.555555556
Tetradecanoic acid,betulinic acid,2.454545455
Tetradecanoic acid,hydrocinnamic acid,2.636363636
Tetradecanoic acid,beta-carotene,2.4
Tetradecanoic acid,Clionasterol,2.555555556
Tetradecanoic acid,L-asparagine,2.230769231
Tetradecanoic acid,pantothenic acid,2.5
Tetradecanoic acid,pyrocatechol,2.5
Tetradecanoic acid,protopine,2.444444444
Tetradecanoic acid,L-phenylalanine,2.173913043
Tetradecanoic acid,glycine,2.24
Tetradecanoic acid,thymidine,2.636363636
Tetradecanoic acid,"2-amino-3,7-dihydropurin-6-one",1.857142857
Tetradecanoic acid,"3,7-dihydropurin-6-one",2.5
Tetradecanoic acid,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.6
Tetradecanoic acid,Sinapyl alcohol,2.5
Tetradecanoic acid,TRISTEARIN,2.416666667
Tetradecanoic acid,ellagic acid,2.636363636
Tetradecanoic acid,Cyclic AMP,2.358490566
Tetradecanoic acid,"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one",2.428571429
Tetradecanoic acid,COUMESTROL,2.416666667
Tetradecanoic acid,Nuciferine,3.555555556
Tetradecanoic acid,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.384615385
Tetradecanoic acid,xanthine,2.4
Tetradecanoic acid,Swertisin,3.222222222
Tetradecanoic acid,D-Glc,2
Tetradecanoic acid,berberine,2
Tetradecanoic acid,"2,3-Dihydroxysuccinic acid",2.214285714
Tetradecanoic acid,"D,L-Stepholidine",3.333333333
Tetradecanoic acid,"cobalt(2+);[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate;cyanide",2.24
Tetradecanoic acid,DL-PHENYLALANINE,2.192307692
Tetradecanoic acid,Acrasin,2.358490566
Tetradecanoic acid,l-Stepholidine,3.333333333
Tetradecanoic acid,D-phenylalanine,2.6
Tetradecanoic acid,cytidine,2.428571429
Tetradecanoic acid,2'-deoxyadenosine,2.6
Tetradecanoic acid,2-Deoxyadenosine,2.6
Isoeugenol,HEXANOIC ACID,3.305084746
Isoeugenol,OLEANOLIC ACID,3
Isoeugenol,benzaldehyde,3
Isoeugenol,caffeic acid,3
Isoeugenol,scopoletin,3.5
Isoeugenol,STIGMASTEROL,3.5
Isoeugenol,Myristicin,4
Isoeugenol,betulinic acid,3.166666667
Isoeugenol,hydrocinnamic acid,1
Isoeugenol,Arachidic acid,3
Isoeugenol,benzyl alcohol,2.5
Isoeugenol,citric acid,3.057142857
Isoeugenol,succinic acid,3.276595745
Isoeugenol,beta-carotene,3
Isoeugenol,Clionasterol,2.5
Isoeugenol,L-asparagine,2.625
Isoeugenol,pantothenic acid,3
Isoeugenol,pyrocatechol,1.285714286
Isoeugenol,p-coumaric acid,1.428571429
Isoeugenol,adenosine,3.305785124
Isoeugenol,protopine,3
Isoeugenol,L-phenylalanine,2.5
Isoeugenol,L-alanine,2.833333333
Isoeugenol,glycine,2.95
Isoeugenol,uridine,3.2
Isoeugenol,L-proline,2.733333333
Isoeugenol,L-aspartic acid,2.777777778
Isoeugenol,L-valine,2.692307692
Isoeugenol,thymidine,3.166666667
Isoeugenol,uracil,3
Isoeugenol,"2-amino-3,7-dihydropurin-6-one",2.666666667
Isoeugenol,"3,7-dihydropurin-6-one",3
Isoeugenol,sucrose,2.944444444
Isoeugenol,L-leucine,2.785714286
Isoeugenol,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",3.2
Isoeugenol,Sinapyl alcohol,1.8
Isoeugenol,TRISTEARIN,3
Isoeugenol,ellagic acid,2.666666667
Isoeugenol,Cyclic AMP,2.979166667
Isoeugenol,"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one",3.125
Isoeugenol,COUMESTROL,3.285714286
Isoeugenol,Nuciferine,4
Isoeugenol,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",3.125
Isoeugenol,xanthine,3
Isoeugenol,Swertisin,4
Isoeugenol,malic acid,2.818181818
Isoeugenol,D-Glc,2.533333333
Isoeugenol,berberine,3
Isoeugenol,"2,3-Dihydroxysuccinic acid",2.777777778
Isoeugenol,"D,L-Stepholidine",4
Isoeugenol,"cobalt(2+);[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate;cyanide",3.05
Isoeugenol,DL-PHENYLALANINE,2.619047619
Isoeugenol,Acrasin,2.979166667
Isoeugenol,d-Tartaric acid,3
Isoeugenol,cis-Caffeic acid,3
Isoeugenol,D-(+)-malic acid,2.6
Isoeugenol,l-Stepholidine,4
Isoeugenol,D-phenylalanine,3.2
Isoeugenol,cytidine,3.111111111
Isoeugenol,2'-deoxyadenosine,3.2
Isoeugenol,2-Deoxyadenosine,3.2
Isoeugenol,97-67-6,3
OLEANOLIC ACID,HEXANOIC ACID,2.877192982
OLEANOLIC ACID,Isoeugenol,3
OLEANOLIC ACID,lauric acid,2.838709677
OLEANOLIC ACID,benzaldehyde,2
OLEANOLIC ACID,scopoletin,3
OLEANOLIC ACID,STIGMASTEROL,3
OLEANOLIC ACID,CINNAMIC ACID,2
OLEANOLIC ACID,Myristicin,3
OLEANOLIC ACID,betulinic acid,2.25
OLEANOLIC ACID,hydrocinnamic acid,2.5
OLEANOLIC ACID,Arachidic acid,2
OLEANOLIC ACID,octanoic acid,2.25
OLEANOLIC ACID,stearic acid,2.6
OLEANOLIC ACID,benzyl alcohol,2
OLEANOLIC ACID,citric acid,2.545454545
OLEANOLIC ACID,palmitoleic acid,2.25
OLEANOLIC ACID,succinic acid,2.858695652
OLEANOLIC ACID,Gallic acid,2.2
OLEANOLIC ACID,Elaidic acid,2.333333333
OLEANOLIC ACID,beta-carotene,2.333333333
OLEANOLIC ACID,Clionasterol,2
OLEANOLIC ACID,L-asparagine,2.333333333
OLEANOLIC ACID,propionic acid,2.866666667
OLEANOLIC ACID,pantothenic acid,2
OLEANOLIC ACID,pyrocatechol,2.4
OLEANOLIC ACID,ferulic acid,2.2
OLEANOLIC ACID,p-coumaric acid,2.6
OLEANOLIC ACID,adenosine,2.806722689
OLEANOLIC ACID,protopine,2
OLEANOLIC ACID,L-phenylalanine,2.375
OLEANOLIC ACID,L-alanine,2.363636364
OLEANOLIC ACID,glycine,2.388888889
OLEANOLIC ACID,uridine,2.625
OLEANOLIC ACID,L-proline,2.076923077
OLEANOLIC ACID,L-aspartic acid,2.3125
OLEANOLIC ACID,L-valine,2.181818182
OLEANOLIC ACID,thymidine,2.75
OLEANOLIC ACID,linolenic acid,2.391304348
OLEANOLIC ACID,uracil,2.5
OLEANOLIC ACID,"2-amino-3,7-dihydropurin-6-one",2
OLEANOLIC ACID,adenine,2.571428571
OLEANOLIC ACID,"3,7-dihydropurin-6-one",2.333333333
OLEANOLIC ACID,sucrose,2.1875
OLEANOLIC ACID,L-leucine,2.083333333
OLEANOLIC ACID,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.666666667
OLEANOLIC ACID,eugenol,3
OLEANOLIC ACID,Sinapyl alcohol,2.333333333
OLEANOLIC ACID,TRISTEARIN,2.6
OLEANOLIC ACID,ellagic acid,2.5
OLEANOLIC ACID,Cyclic AMP,2.52173913
OLEANOLIC ACID,"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one",2.5
OLEANOLIC ACID,COUMESTROL,2.6
OLEANOLIC ACID,Nuciferine,3
OLEANOLIC ACID,VITAMIN E,2.416666667
OLEANOLIC ACID,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.666666667
OLEANOLIC ACID,xanthine,2.333333333
OLEANOLIC ACID,Swertisin,3
OLEANOLIC ACID,malic acid,2.222222222
OLEANOLIC ACID,D-Glc,2.307692308
OLEANOLIC ACID,berberine,2.3
OLEANOLIC ACID,"2,3-Dihydroxysuccinic acid",2.285714286
OLEANOLIC ACID,"D,L-Stepholidine",3
OLEANOLIC ACID,"cobalt(2+);[5-(5,6-dimethylbenzimidazol-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 1-[3-[2,13,18-tris(2-amino-2-oxoethyl)-7,12,17-tris(3-amino-3-oxopropyl)-3,5,8,8,13,15,18,19-octamethyl-2,7,12,17-tetrahydro-1H-corrin-21-id-3-yl]propanoylamino]propan-2-yl hydrogen phosphate;cyanide",2.277777778
OLEANOLIC ACID,"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",2.5
OLEANOLIC ACID,DL-ALPHA-TOCOPHEROL,2.375
OLEANOLIC ACID,DL-PHENYLALANINE,2.421052632
OLEANOLIC ACID,Acrasin,2.52173913
OLEANOLIC ACID,d-Tartaric acid,2
OLEANOLIC ACID,cis-Caffeic acid,2
OLEANOLIC ACID,D-(+)-malic acid,2.333333333
OLEANOLIC ACID,l-Stepholidine,3
OLEANOLIC ACID,D-phenylalanine,2.333333333
OLEANOLIC ACID,cytidine,2.571428571
OLEANOLIC ACID,2'-deoxyadenosine,2.666666667
OLEANOLIC ACID,2-Deoxyadenosine,2.666666667
OLEANOLIC ACID,97-67-6,2.166666667
OLEANOLIC ACID,Tetradecanoic acid,2.555555556
lauric acid,OLEANOLIC ACID,2.838709677
lauric acid,caffeic acid,2.890625
lauric acid,STIGMASTEROL,3.725806452
lauric acid,Myristicin,4
lauric acid,betulinic acid,2.875
lauric acid,hydrocinnamic acid,2.953125
lauric acid,citric acid,2.483870968
lauric acid,succinic acid,1.815789474
lauric acid,beta-carotene,3
lauric acid,Clionasterol,2.951612903
lauric acid,L-asparagine,2.787878788
lauric acid,pantothenic acid,2.984126984
lauric acid,pyrocatechol,2.923076923
lauric acid,adenosine,1.715083799
lauric acid,protopine,2.935483871
lauric acid,L-phenylalanine,2.434210526
lauric acid,L-alanine,2.512195122
lauric acid,glycine,2.512820513
lauric acid,uridine,2.764705882
lauric acid,L-proline,2.616438356
lauric acid,L-aspartic acid,2.526315789
lauric acid,L-valine,2.704225352
lauric acid,thymidine,2.84375
lauric acid,uracil,2.953125
lauric acid,"2-amino-3,7-dihydropurin-6-one",2.402985075
lauric acid,"3,7-dihydropurin-6-one",2.904761905
lauric acid,sucrose,2.223684211
lauric acid,L-leucine,2.611111111
lauric acid,"2-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-3H-purin-6-one",2.984126984
lauric acid,Sinapyl alcohol,2.904761905
lauric acid,TRISTEARIN,2.923076923
lauric acid,ellagic acid,3.03125
lauric acid,Cyclic AMP,2.160377358
lauric acid,"9-[(4aR,6R,7R,7aS)-2,7-dihydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-6-yl]-2-amino-3H-purin-6-one",2.675675676
lauric acid,COUMESTROL,2.892307692
lauric acid,Nuciferine,4
