ingre1,ingre2,distance
P-XYLENE,PERILLALDEHYDE,3.0
P-XYLENE,Luteolin 7-diglucuronide,4.0
Phenethylamine,benzaldehyde,2.8333333333333335
Phenethylamine,caffeic acid,2.59375
Phenethylamine,BETA-SITOSTEROL,2.774193548387097
Phenethylamine,Myristicin,3.8666666666666667
Phenethylamine,oleic acid,2.064814814814815
Phenethylamine,stearic acid,2.5
Phenethylamine,Clionasterol,2.8
Phenethylamine,L-tyrosine,2.186046511627907
Phenethylamine,CAMPESTEROL,3.4
Phenethylamine,linolenic acid,2.411764705882353
Phenethylamine,Scutellarin,2.8333333333333335
Phenethylamine,rosmarinic acid,3.5
Phenethylamine,eugenol,3.533333333333333
Phenethylamine,BETA-IONONE,2.8
Phenethylamine,PERILLALDEHYDE,2.6666666666666665
Phenethylamine,Luteolin 7-diglucuronide,3.5
PSEUDOEPHEDRINE,benzaldehyde,2.4285714285714284
PSEUDOEPHEDRINE,caffeic acid,2.3333333333333335
PSEUDOEPHEDRINE,BETA-SITOSTEROL,2.25
PSEUDOEPHEDRINE,Myristicin,3.4285714285714284
PSEUDOEPHEDRINE,oleic acid,2.3058823529411763
PSEUDOEPHEDRINE,stearic acid,2.2
PSEUDOEPHEDRINE,Clionasterol,2.2857142857142856
PSEUDOEPHEDRINE,L-tyrosine,2.0
PSEUDOEPHEDRINE,CAMPESTEROL,3.0
PSEUDOEPHEDRINE,linolenic acid,2.25
PSEUDOEPHEDRINE,Scutellarin,2.4285714285714284
PSEUDOEPHEDRINE,rosmarinic acid,2.142857142857143
PSEUDOEPHEDRINE,eugenol,3.2857142857142856
PSEUDOEPHEDRINE,BETA-IONONE,2.2857142857142856
PSEUDOEPHEDRINE,PERILLALDEHYDE,2.142857142857143
PSEUDOEPHEDRINE,Luteolin 7-diglucuronide,2.7142857142857144
ISOBUTYRIC ACID,benzaldehyde,2.0
ISOBUTYRIC ACID,caffeic acid,3.0
ISOBUTYRIC ACID,BETA-SITOSTEROL,3.0
ISOBUTYRIC ACID,Myristicin,4.0
ISOBUTYRIC ACID,oleic acid,3.6625
ISOBUTYRIC ACID,stearic acid,3.4
ISOBUTYRIC ACID,Clionasterol,3.0
ISOBUTYRIC ACID,L-tyrosine,3.2
ISOBUTYRIC ACID,CAMPESTEROL,3.0
ISOBUTYRIC ACID,linolenic acid,3.217391304347826
ISOBUTYRIC ACID,Scutellarin,3.0
ISOBUTYRIC ACID,rosmarinic acid,4.0
ISOBUTYRIC ACID,eugenol,4.0
ISOBUTYRIC ACID,BETA-IONONE,3.0
ISOBUTYRIC ACID,PERILLALDEHYDE,3.0
ISOBUTYRIC ACID,Luteolin 7-diglucuronide,4.0
Norephedrine,benzaldehyde,2.4
Norephedrine,caffeic acid,1.7142857142857142
Norephedrine,BETA-SITOSTEROL,2.3333333333333335
Norephedrine,Myristicin,3.4
Norephedrine,oleic acid,2.397590361445783
Norephedrine,stearic acid,2.1538461538461537
Norephedrine,Clionasterol,2.4
Norephedrine,L-tyrosine,2.0555555555555554
Norephedrine,CAMPESTEROL,2.8
Norephedrine,linolenic acid,2.269230769230769
Norephedrine,Scutellarin,2.4
Norephedrine,rosmarinic acid,3.0
Norephedrine,eugenol,3.2
Norephedrine,BETA-IONONE,2.2
Norephedrine,PERILLALDEHYDE,2.0
Norephedrine,Luteolin 7-diglucuronide,2.6
Caffeic acid phenethyl ester,benzaldehyde,3.0
Caffeic acid phenethyl ester,caffeic acid,3.0
Caffeic acid phenethyl ester,BETA-SITOSTEROL,3.3333333333333335
Caffeic acid phenethyl ester,Myristicin,4.0
Caffeic acid phenethyl ester,oleic acid,3.55
Caffeic acid phenethyl ester,stearic acid,3.1
Caffeic acid phenethyl ester,Clionasterol,3.0
Caffeic acid phenethyl ester,L-tyrosine,3.0
Caffeic acid phenethyl ester,CAMPESTEROL,4.0
Caffeic acid phenethyl ester,linolenic acid,3.260869565217391
Caffeic acid phenethyl ester,Scutellarin,2.0
Caffeic acid phenethyl ester,rosmarinic acid,4.0
Caffeic acid phenethyl ester,eugenol,4.0
Caffeic acid phenethyl ester,BETA-IONONE,3.0
Caffeic acid phenethyl ester,PERILLALDEHYDE,3.0
Caffeic acid phenethyl ester,Luteolin 7-diglucuronide,4.0
Xanthohumol,benzaldehyde,3.0
Xanthohumol,caffeic acid,3.0
Xanthohumol,BETA-SITOSTEROL,3.0
Xanthohumol,Myristicin,4.0
Xanthohumol,oleic acid,3.575
Xanthohumol,stearic acid,3.3
Xanthohumol,Clionasterol,3.0
Xanthohumol,L-tyrosine,3.066666666666667
Xanthohumol,CAMPESTEROL,3.0
Xanthohumol,linolenic acid,3.1739130434782608
Xanthohumol,Scutellarin,3.0
Xanthohumol,rosmarinic acid,4.0
Xanthohumol,eugenol,4.0
Xanthohumol,BETA-IONONE,3.0
Xanthohumol,PERILLALDEHYDE,2.0
Xanthohumol,Luteolin 7-diglucuronide,4.0
camphor,benzaldehyde,3.0136986301369864
camphor,caffeic acid,2.88
camphor,BETA-SITOSTEROL,2.9594594594594597
camphor,Myristicin,4.027397260273973
camphor,oleic acid,1.8410596026490067
camphor,stearic acid,2.6666666666666665
camphor,Clionasterol,2.9726027397260273
camphor,L-tyrosine,2.4651162790697674
camphor,CAMPESTEROL,3.643835616438356
camphor,linolenic acid,2.5531914893617023
camphor,Scutellarin,2.958904109589041
camphor,rosmarinic acid,3.5616438356164384
camphor,eugenol,3.835616438356164
camphor,BETA-IONONE,3.0136986301369864
camphor,PERILLALDEHYDE,3.0547945205479454
camphor,Luteolin 7-diglucuronide,3.6986301369863015
Synephrine,benzaldehyde,3.0
Synephrine,caffeic acid,3.0
Synephrine,BETA-SITOSTEROL,3.3333333333333335
Synephrine,Myristicin,4.0
Synephrine,oleic acid,3.55
Synephrine,stearic acid,3.1
Synephrine,Clionasterol,3.0
Synephrine,L-tyrosine,3.0
Synephrine,CAMPESTEROL,4.0
Synephrine,linolenic acid,3.260869565217391
Synephrine,Scutellarin,2.0
Synephrine,rosmarinic acid,4.0
Synephrine,eugenol,4.0
Synephrine,BETA-IONONE,3.0
Synephrine,PERILLALDEHYDE,3.0
Synephrine,Luteolin 7-diglucuronide,4.0
(E/Z)-ferulic acid,benzaldehyde,2.2
(E/Z)-ferulic acid,caffeic acid,1.4285714285714286
(E/Z)-ferulic acid,BETA-SITOSTEROL,2.3333333333333335
(E/Z)-ferulic acid,Myristicin,2.8
(E/Z)-ferulic acid,oleic acid,2.8072289156626504
(E/Z)-ferulic acid,stearic acid,2.4615384615384617
(E/Z)-ferulic acid,Clionasterol,2.2
(E/Z)-ferulic acid,L-tyrosine,1.8888888888888888
(E/Z)-ferulic acid,CAMPESTEROL,3.0
(E/Z)-ferulic acid,linolenic acid,2.269230769230769
(E/Z)-ferulic acid,Scutellarin,2.2
(E/Z)-ferulic acid,rosmarinic acid,3.0
(E/Z)-ferulic acid,eugenol,3.0
(E/Z)-ferulic acid,BETA-IONONE,2.2
(E/Z)-ferulic acid,PERILLALDEHYDE,2.2
(E/Z)-ferulic acid,Luteolin 7-diglucuronide,3.0
acetate,benzaldehyde,2.774011299435028
acetate,caffeic acid,2.64804469273743
acetate,BETA-SITOSTEROL,2.730337078651685
acetate,Myristicin,3.751412429378531
acetate,oleic acid,0.8235294117647058
acetate,stearic acid,2.4756756756756757
acetate,Clionasterol,2.7344632768361583
acetate,L-tyrosine,2.2736842105263158
acetate,CAMPESTEROL,3.446327683615819
acetate,linolenic acid,2.3535353535353534
acetate,Scutellarin,2.7062146892655368
acetate,rosmarinic acid,3.463276836158192
acetate,eugenol,3.6440677966101696
acetate,BETA-IONONE,2.7457627118644066
acetate,PERILLALDEHYDE,2.7231638418079096
acetate,Luteolin 7-diglucuronide,3.5649717514124295
5-HYDROXYMETHYLFURFURAL,benzaldehyde,2.0
5-HYDROXYMETHYLFURFURAL,caffeic acid,2.0
5-HYDROXYMETHYLFURFURAL,BETA-SITOSTEROL,2.3333333333333335
5-HYDROXYMETHYLFURFURAL,Myristicin,3.0
5-HYDROXYMETHYLFURFURAL,oleic acid,2.9
5-HYDROXYMETHYLFURFURAL,stearic acid,2.6
5-HYDROXYMETHYLFURFURAL,Clionasterol,2.0
5-HYDROXYMETHYLFURFURAL,L-tyrosine,2.2
5-HYDROXYMETHYLFURFURAL,CAMPESTEROL,3.0
5-HYDROXYMETHYLFURFURAL,linolenic acid,2.391304347826087
5-HYDROXYMETHYLFURFURAL,Scutellarin,2.0
5-HYDROXYMETHYLFURFURAL,rosmarinic acid,3.0
5-HYDROXYMETHYLFURFURAL,eugenol,3.0
5-HYDROXYMETHYLFURFURAL,BETA-IONONE,2.0
5-HYDROXYMETHYLFURFURAL,PERILLALDEHYDE,2.0
5-HYDROXYMETHYLFURFURAL,Luteolin 7-diglucuronide,3.0
"1,4-DIMETHYLNAPHTHALENE",benzaldehyde,3.0
"1,4-DIMETHYLNAPHTHALENE",caffeic acid,3.0
"1,4-DIMETHYLNAPHTHALENE",BETA-SITOSTEROL,3.3333333333333335
"1,4-DIMETHYLNAPHTHALENE",Myristicin,0.0
"1,4-DIMETHYLNAPHTHALENE",oleic acid,3.875
"1,4-DIMETHYLNAPHTHALENE",stearic acid,3.4
"1,4-DIMETHYLNAPHTHALENE",Clionasterol,3.0
"1,4-DIMETHYLNAPHTHALENE",L-tyrosine,3.2
"1,4-DIMETHYLNAPHTHALENE",CAMPESTEROL,4.0
"1,4-DIMETHYLNAPHTHALENE",linolenic acid,3.347826086956522
"1,4-DIMETHYLNAPHTHALENE",Scutellarin,3.0
"1,4-DIMETHYLNAPHTHALENE",rosmarinic acid,4.0
"1,4-DIMETHYLNAPHTHALENE",eugenol,4.0
"1,4-DIMETHYLNAPHTHALENE",BETA-IONONE,3.0
"1,4-DIMETHYLNAPHTHALENE",PERILLALDEHYDE,3.0
"1,4-DIMETHYLNAPHTHALENE",Luteolin 7-diglucuronide,4.0
"2,6-DIMETHYLNAPHTHALENE",benzaldehyde,3.0
"2,6-DIMETHYLNAPHTHALENE",caffeic acid,3.0
"2,6-DIMETHYLNAPHTHALENE",BETA-SITOSTEROL,3.25
"2,6-DIMETHYLNAPHTHALENE",Myristicin,0.6666666666666666
"2,6-DIMETHYLNAPHTHALENE",oleic acid,3.8518518518518516
"2,6-DIMETHYLNAPHTHALENE",stearic acid,3.272727272727273
"2,6-DIMETHYLNAPHTHALENE",Clionasterol,3.0
"2,6-DIMETHYLNAPHTHALENE",L-tyrosine,3.1875
"2,6-DIMETHYLNAPHTHALENE",CAMPESTEROL,4.0
"2,6-DIMETHYLNAPHTHALENE",linolenic acid,3.3333333333333335
"2,6-DIMETHYLNAPHTHALENE",Scutellarin,3.0
"2,6-DIMETHYLNAPHTHALENE",rosmarinic acid,4.0
"2,6-DIMETHYLNAPHTHALENE",eugenol,4.0
"2,6-DIMETHYLNAPHTHALENE",BETA-IONONE,3.0
"2,6-DIMETHYLNAPHTHALENE",PERILLALDEHYDE,3.0
"2,6-DIMETHYLNAPHTHALENE",Luteolin 7-diglucuronide,4.0
(-)-Norephedrine,benzaldehyde,3.0
(-)-Norephedrine,caffeic acid,3.0
(-)-Norephedrine,BETA-SITOSTEROL,3.0
(-)-Norephedrine,Myristicin,4.0
(-)-Norephedrine,oleic acid,3.5
(-)-Norephedrine,stearic acid,3.3
(-)-Norephedrine,Clionasterol,3.0
(-)-Norephedrine,L-tyrosine,3.066666666666667
(-)-Norephedrine,CAMPESTEROL,3.0
(-)-Norephedrine,linolenic acid,3.1739130434782608
(-)-Norephedrine,Scutellarin,3.0
(-)-Norephedrine,rosmarinic acid,3.0
(-)-Norephedrine,eugenol,4.0
(-)-Norephedrine,BETA-IONONE,3.0
(-)-Norephedrine,PERILLALDEHYDE,3.0
(-)-Norephedrine,Luteolin 7-diglucuronide,3.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",benzaldehyde,2.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",caffeic acid,0.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",BETA-SITOSTEROL,2.2
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",Myristicin,3.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",oleic acid,2.7804878048780486
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",stearic acid,2.4166666666666665
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",Clionasterol,2.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",L-tyrosine,1.9411764705882353
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",CAMPESTEROL,3.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",linolenic acid,2.24
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",Scutellarin,2.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",rosmarinic acid,3.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",eugenol,3.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",BETA-IONONE,2.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",PERILLALDEHYDE,2.0
"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",Luteolin 7-diglucuronide,3.0
Caffeic acid-phenethyl ester,benzaldehyde,3.0
Caffeic acid-phenethyl ester,caffeic acid,3.0
Caffeic acid-phenethyl ester,BETA-SITOSTEROL,3.3333333333333335
Caffeic acid-phenethyl ester,Myristicin,4.0
Caffeic acid-phenethyl ester,oleic acid,3.55
Caffeic acid-phenethyl ester,stearic acid,3.1
Caffeic acid-phenethyl ester,Clionasterol,3.0
Caffeic acid-phenethyl ester,L-tyrosine,3.0
Caffeic acid-phenethyl ester,CAMPESTEROL,4.0
Caffeic acid-phenethyl ester,linolenic acid,3.260869565217391
Caffeic acid-phenethyl ester,Scutellarin,2.0
Caffeic acid-phenethyl ester,rosmarinic acid,4.0
Caffeic acid-phenethyl ester,eugenol,4.0
Caffeic acid-phenethyl ester,BETA-IONONE,3.0
Caffeic acid-phenethyl ester,PERILLALDEHYDE,3.0
Caffeic acid-phenethyl ester,Luteolin 7-diglucuronide,4.0
"3',4',7-Trihydroxyisoflavone",benzaldehyde,2.0
"3',4',7-Trihydroxyisoflavone",caffeic acid,1.0
"3',4',7-Trihydroxyisoflavone",BETA-SITOSTEROL,2.3333333333333335
"3',4',7-Trihydroxyisoflavone",Myristicin,3.0
"3',4',7-Trihydroxyisoflavone",oleic acid,2.8375
"3',4',7-Trihydroxyisoflavone",stearic acid,2.5
"3',4',7-Trihydroxyisoflavone",Clionasterol,2.0
"3',4',7-Trihydroxyisoflavone",L-tyrosine,2.2
"3',4',7-Trihydroxyisoflavone",CAMPESTEROL,3.0
"3',4',7-Trihydroxyisoflavone",linolenic acid,2.347826086956522
"3',4',7-Trihydroxyisoflavone",Scutellarin,2.0
"3',4',7-Trihydroxyisoflavone",rosmarinic acid,3.0
"3',4',7-Trihydroxyisoflavone",eugenol,3.0
"3',4',7-Trihydroxyisoflavone",BETA-IONONE,2.0
"3',4',7-Trihydroxyisoflavone",PERILLALDEHYDE,2.0
"3',4',7-Trihydroxyisoflavone",Luteolin 7-diglucuronide,3.0
phenylpropanolamine,benzaldehyde,2.5
phenylpropanolamine,caffeic acid,1.875
phenylpropanolamine,BETA-SITOSTEROL,2.4285714285714284
phenylpropanolamine,Myristicin,3.5
phenylpropanolamine,oleic acid,2.392857142857143
phenylpropanolamine,stearic acid,2.2142857142857144
phenylpropanolamine,Clionasterol,2.5
phenylpropanolamine,L-tyrosine,2.0526315789473686
phenylpropanolamine,CAMPESTEROL,2.8333333333333335
phenylpropanolamine,linolenic acid,2.2962962962962963
phenylpropanolamine,Scutellarin,2.5
phenylpropanolamine,rosmarinic acid,3.0
phenylpropanolamine,eugenol,3.3333333333333335
phenylpropanolamine,BETA-IONONE,2.3333333333333335
phenylpropanolamine,PERILLALDEHYDE,2.1666666666666665
phenylpropanolamine,Luteolin 7-diglucuronide,2.6666666666666665
(+)-Medicarpin,benzaldehyde,2.0
(+)-Medicarpin,caffeic acid,2.5
(+)-Medicarpin,BETA-SITOSTEROL,3.0
(+)-Medicarpin,Myristicin,4.0
(+)-Medicarpin,oleic acid,3.4625
(+)-Medicarpin,stearic acid,3.2
(+)-Medicarpin,Clionasterol,3.0
(+)-Medicarpin,L-tyrosine,2.933333333333333
(+)-Medicarpin,CAMPESTEROL,3.0
(+)-Medicarpin,linolenic acid,3.0
(+)-Medicarpin,Scutellarin,3.0
(+)-Medicarpin,rosmarinic acid,4.0
(+)-Medicarpin,eugenol,3.0
(+)-Medicarpin,BETA-IONONE,3.0
(+)-Medicarpin,PERILLALDEHYDE,2.0
(+)-Medicarpin,Luteolin 7-diglucuronide,4.0
NSC70861,benzaldehyde,2.0
NSC70861,caffeic acid,1.0
NSC70861,BETA-SITOSTEROL,2.3333333333333335
NSC70861,Myristicin,3.0
NSC70861,oleic acid,2.925
NSC70861,stearic acid,2.6
NSC70861,Clionasterol,2.0
NSC70861,L-tyrosine,2.066666666666667
NSC70861,CAMPESTEROL,3.0
NSC70861,linolenic acid,2.391304347826087
NSC70861,Scutellarin,2.0
NSC70861,rosmarinic acid,3.0
NSC70861,eugenol,3.0
NSC70861,BETA-IONONE,2.0
NSC70861,PERILLALDEHYDE,2.0
NSC70861,Luteolin 7-diglucuronide,3.0
8-Prenylnaringenin,benzaldehyde,3.0
8-Prenylnaringenin,caffeic acid,3.0
8-Prenylnaringenin,BETA-SITOSTEROL,3.3333333333333335
8-Prenylnaringenin,Myristicin,0.0
8-Prenylnaringenin,oleic acid,3.875
8-Prenylnaringenin,stearic acid,3.4
8-Prenylnaringenin,Clionasterol,3.0
8-Prenylnaringenin,L-tyrosine,3.2
8-Prenylnaringenin,CAMPESTEROL,4.0
8-Prenylnaringenin,linolenic acid,3.347826086956522
8-Prenylnaringenin,Scutellarin,3.0
8-Prenylnaringenin,rosmarinic acid,4.0
8-Prenylnaringenin,eugenol,4.0
8-Prenylnaringenin,BETA-IONONE,3.0
8-Prenylnaringenin,PERILLALDEHYDE,3.0
8-Prenylnaringenin,Luteolin 7-diglucuronide,4.0
Tetradecanoic acid,PENTADECANOIC ACID,2.6507936507936507
Tetradecanoic acid,HEXANOIC ACID,2.640625
Tetradecanoic acid,lauric acid,2.36231884057971
Tetradecanoic acid,kaempferol,2.3125
Tetradecanoic acid,guaiazulene,3.5555555555555554
Tetradecanoic acid,quercetin,2.129032258064516
Tetradecanoic acid,linoleic acid,2.2444444444444445
Tetradecanoic acid,Decanoic acid,2.090909090909091
Tetradecanoic acid,Umbelliferone,2.1
Tetradecanoic acid,scopoletin,2.8181818181818183
Tetradecanoic acid,RUTIN,2.4
Tetradecanoic acid,CINNAMIC ACID,2.5555555555555554
Tetradecanoic acid,naphthalene,2.5714285714285716
Tetradecanoic acid,STYRENE,2.4
Tetradecanoic acid,luteolin,2.125
Tetradecanoic acid,Arachidic acid,2.111111111111111
Tetradecanoic acid,octanoic acid,2.1818181818181817
Tetradecanoic acid,palmitic acid,2.3394495412844036
Tetradecanoic acid,1-octanol,3.2222222222222223
Tetradecanoic acid,benzyl alcohol,2.4444444444444446
Tetradecanoic acid,NONANOIC ACID,3.111111111111111
Tetradecanoic acid,PHENANTHRENE,3.5555555555555554
Tetradecanoic acid,M-XYLENE,3.2
Tetradecanoic acid,formononetin,2.8181818181818183
Tetradecanoic acid,p-coumaric acid,2.6666666666666665
Tetradecanoic acid,apigenin,2.066666666666667
Tetradecanoic acid,FURFURAL,2.5555555555555554
Tetradecanoic acid,Ephedrine,2.111111111111111
Tetradecanoic acid,Matrine,2.0
Tetradecanoic acid,toluene,2.4545454545454546
Tetradecanoic acid,P-CRESOL,2.5
Tetradecanoic acid,4-methylphenol,2.5
Tetradecanoic acid,1-HEPTANOL,2.5555555555555554
Tetradecanoic acid,ethanol,2.3466666666666667
Tetradecanoic acid,P-XYLENE,3.5555555555555554
Tetradecanoic acid,Phenethylamine,2.4054054054054053
Tetradecanoic acid,PSEUDOEPHEDRINE,2.0714285714285716
Tetradecanoic acid,ISOBUTYRIC ACID,3.3333333333333335
Tetradecanoic acid,Norephedrine,2.0833333333333335
Tetradecanoic acid,Caffeic acid phenethyl ester,3.3333333333333335
Tetradecanoic acid,Xanthohumol,3.3333333333333335
Tetradecanoic acid,camphor,2.6875
Tetradecanoic acid,Synephrine,3.3333333333333335
Tetradecanoic acid,(E/Z)-ferulic acid,2.3333333333333335
Tetradecanoic acid,acetate,2.4184782608695654
Tetradecanoic acid,5-HYDROXYMETHYLFURFURAL,2.5555555555555554
Tetradecanoic acid,"1,4-DIMETHYLNAPHTHALENE",3.5555555555555554
Tetradecanoic acid,"2,6-DIMETHYLNAPHTHALENE",3.5
Tetradecanoic acid,(-)-Norephedrine,3.0
Tetradecanoic acid,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2.3636363636363638
Tetradecanoic acid,Caffeic acid-phenethyl ester,3.3333333333333335
Tetradecanoic acid,"3',4',7-Trihydroxyisoflavone",2.5555555555555554
Tetradecanoic acid,phenylpropanolamine,2.1538461538461537
Tetradecanoic acid,(+)-Medicarpin,2.888888888888889
Tetradecanoic acid,NSC70861,2.5555555555555554
Tetradecanoic acid,8-Prenylnaringenin,3.5555555555555554
HEXANOIC ACID,PENTADECANOIC ACID,0.06306306306306306
HEXANOIC ACID,lauric acid,0.1623931623931624
HEXANOIC ACID,kaempferol,2.71875
HEXANOIC ACID,guaiazulene,4.035087719298246
HEXANOIC ACID,quercetin,2.2658227848101267
HEXANOIC ACID,linoleic acid,2.3548387096774195
HEXANOIC ACID,Decanoic acid,3.016949152542373
HEXANOIC ACID,Umbelliferone,3.0
HEXANOIC ACID,scopoletin,3.6271186440677967
HEXANOIC ACID,RUTIN,2.9827586206896552
HEXANOIC ACID,CINNAMIC ACID,3.087719298245614
HEXANOIC ACID,naphthalene,2.7419354838709675
HEXANOIC ACID,STYRENE,2.9310344827586206
HEXANOIC ACID,luteolin,2.421875
HEXANOIC ACID,Arachidic acid,3.1052631578947367
HEXANOIC ACID,octanoic acid,2.9661016949152543
HEXANOIC ACID,palmitic acid,0.6878980891719745
HEXANOIC ACID,1-octanol,3.8947368421052633
HEXANOIC ACID,benzyl alcohol,3.017543859649123
HEXANOIC ACID,NONANOIC ACID,3.526315789473684
HEXANOIC ACID,PHENANTHRENE,4.035087719298246
HEXANOIC ACID,M-XYLENE,3.7758620689655173
HEXANOIC ACID,formononetin,3.6271186440677967
HEXANOIC ACID,p-coumaric acid,3.0
HEXANOIC ACID,apigenin,2.7142857142857144
HEXANOIC ACID,FURFURAL,3.0526315789473686
HEXANOIC ACID,Ephedrine,2.5789473684210527
HEXANOIC ACID,Matrine,2.8793103448275863
HEXANOIC ACID,toluene,2.9661016949152543
HEXANOIC ACID,P-CRESOL,2.9655172413793105
HEXANOIC ACID,4-methylphenol,2.9655172413793105
HEXANOIC ACID,1-HEPTANOL,3.1052631578947367
HEXANOIC ACID,ethanol,2.065040650406504
HEXANOIC ACID,P-XYLENE,4.035087719298246
HEXANOIC ACID,Phenethylamine,2.0588235294117645
HEXANOIC ACID,PSEUDOEPHEDRINE,2.403225806451613
HEXANOIC ACID,ISOBUTYRIC ACID,3.719298245614035
HEXANOIC ACID,Norephedrine,2.45
HEXANOIC ACID,Caffeic acid phenethyl ester,3.7017543859649122
HEXANOIC ACID,Xanthohumol,3.736842105263158
HEXANOIC ACID,camphor,1.8515625
HEXANOIC ACID,Synephrine,3.7017543859649122
HEXANOIC ACID,(E/Z)-ferulic acid,2.933333333333333
HEXANOIC ACID,acetate,0.9051724137931034
HEXANOIC ACID,5-HYDROXYMETHYLFURFURAL,3.0526315789473686
HEXANOIC ACID,"1,4-DIMETHYLNAPHTHALENE",4.035087719298246
HEXANOIC ACID,"2,6-DIMETHYLNAPHTHALENE",4.017241379310345
HEXANOIC ACID,(-)-Norephedrine,3.5789473684210527
HEXANOIC ACID,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2.9152542372881354
HEXANOIC ACID,Caffeic acid-phenethyl ester,3.7017543859649122
HEXANOIC ACID,"3',4',7-Trihydroxyisoflavone",3.0
HEXANOIC ACID,phenylpropanolamine,2.442622950819672
HEXANOIC ACID,(+)-Medicarpin,3.5789473684210527
HEXANOIC ACID,NSC70861,3.087719298245614
HEXANOIC ACID,8-Prenylnaringenin,4.035087719298246
lauric acid,PENTADECANOIC ACID,0.10344827586206896
lauric acid,kaempferol,2.710144927536232
lauric acid,guaiazulene,4.0
lauric acid,quercetin,2.1547619047619047
lauric acid,linoleic acid,2.2857142857142856
lauric acid,Decanoic acid,2.921875
lauric acid,Umbelliferone,2.9047619047619047
lauric acid,scopoletin,3.625
lauric acid,RUTIN,2.9047619047619047
lauric acid,CINNAMIC ACID,3.032258064516129
lauric acid,naphthalene,2.716417910447761
lauric acid,STYRENE,2.888888888888889
lauric acid,luteolin,2.420289855072464
lauric acid,Arachidic acid,2.9838709677419355
lauric acid,octanoic acid,2.9375
lauric acid,palmitic acid,0.6358024691358025
lauric acid,1-octanol,3.8225806451612905
lauric acid,benzyl alcohol,2.967741935483871
lauric acid,NONANOIC ACID,3.4838709677419355
lauric acid,PHENANTHRENE,4.0
lauric acid,M-XYLENE,3.7142857142857144
lauric acid,formononetin,3.625
lauric acid,p-coumaric acid,2.953846153846154
lauric acid,apigenin,2.6176470588235294
lauric acid,FURFURAL,2.9838709677419355
lauric acid,Ephedrine,2.5161290322580645
lauric acid,Matrine,2.7936507936507935
lauric acid,toluene,2.921875
lauric acid,P-CRESOL,2.9047619047619047
lauric acid,4-methylphenol,2.9047619047619047
lauric acid,1-HEPTANOL,3.0483870967741935
lauric acid,ethanol,2.109375
lauric acid,P-XYLENE,4.0
lauric acid,Phenethylamine,2.0555555555555554
lauric acid,PSEUDOEPHEDRINE,2.3582089552238807
lauric acid,ISOBUTYRIC ACID,3.806451612903226
lauric acid,Norephedrine,2.4
lauric acid,Caffeic acid phenethyl ester,3.629032258064516
lauric acid,Xanthohumol,3.774193548387097
lauric acid,camphor,1.8120300751879699
lauric acid,Synephrine,3.629032258064516
lauric acid,(E/Z)-ferulic acid,2.8461538461538463
lauric acid,acetate,0.9240506329113924
lauric acid,5-HYDROXYMETHYLFURFURAL,2.9838709677419355
lauric acid,"1,4-DIMETHYLNAPHTHALENE",4.0
lauric acid,"2,6-DIMETHYLNAPHTHALENE",3.984126984126984
lauric acid,(-)-Norephedrine,3.532258064516129
lauric acid,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",2.890625
lauric acid,Caffeic acid-phenethyl ester,3.629032258064516
lauric acid,"3',4',7-Trihydroxyisoflavone",2.9516129032258065
lauric acid,phenylpropanolamine,2.393939393939394
lauric acid,(+)-Medicarpin,3.532258064516129
lauric acid,NSC70861,3.032258064516129
lauric acid,8-Prenylnaringenin,4.0
kaempferol,PENTADECANOIC ACID,2.746031746031746
kaempferol,guaiazulene,2.888888888888889
kaempferol,quercetin,1.2258064516129032
kaempferol,linoleic acid,1.9555555555555555
kaempferol,Decanoic acid,2.6363636363636362
kaempferol,Umbelliferone,2.5
kaempferol,scopoletin,1.4545454545454546
kaempferol,RUTIN,2.6
kaempferol,CINNAMIC ACID,2.6666666666666665
kaempferol,naphthalene,2.2142857142857144
kaempferol,STYRENE,2.3
kaempferol,luteolin,1.8125
kaempferol,Arachidic acid,2.6666666666666665
kaempferol,octanoic acid,2.3636363636363638
kaempferol,palmitic acid,2.4128440366972477
kaempferol,1-octanol,3.3333333333333335
kaempferol,benzyl alcohol,2.4444444444444446
kaempferol,NONANOIC ACID,3.111111111111111
